relative_path,size_bytes,size_mb,extension,top_level_folder,modified_time,likely_category,tracked_by_git,notes
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/centered_dataset_B_preview.csv,20479,0.0195,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_feature_names.csv,946,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/axis_jcvpca_metadata.json,188,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_near_zero_variance_features.csv,190,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/B_projected_preview.csv,3242,0.0031,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_B_reexpressed_loadings.npy,2816,0.0027,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_loadings.csv,28339,0.027,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_A_abs_loadings.npy,2816,0.0027,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/centered_validation_report.csv,635,0.0006,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_stability_acknowledgment.json,124,0.0001,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/A_vs_B_reexpressed_loadings_preview.csv,20798,0.0198,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/reexpress_metadata.json,154,0.0001,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_loaded_dataset_B.parquet,1880448,1.7933,.parquet,Layer3_JcvPCA,2026-06-27 00:37:59,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/B_reexpressed_loadings.csv,34855,0.0332,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_projected_explained_variance.csv,204,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pc_focus_table.csv,524,0.0005,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_stability_report.csv,1561,0.0015,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_model_metadata.json,10990,0.0105,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_split_half_similarity.csv,210,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_selected_m.json,283,0.0003,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_near_zero_variance_features.csv,191,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/link_rss_metadata.json,128,0.0001,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/axis_level_jcvpca_unweighted.csv,23776,0.0227,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/centered_dataset_A_preview.csv,20393,0.0194,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/centering_summary.json,260,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/raw_dataset_A_preview.csv,19637,0.0187,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_pca_B_projected_components.npy,640,0.0006,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pc_focus_selection.json,243,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_projected_metadata.json,2143,0.002,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_stability_summary.json,1702,0.0016,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/step_status.json,20646,0.0197,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_cumulative_variance.csv,944,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/axis_level_jrw_A_B.csv,23748,0.0226,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_stability_report.csv,955,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_stability_combined_summary.json,555,0.0005,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/centering_values_A.csv,4305,0.0041,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_projected_loadings.csv,1558,0.0015,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_singular_values.csv,932,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_explained_variance.csv,1035,0.001,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/centering_values_B.csv,4358,0.0042,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_B_stability_summary.json,1294,0.0012,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_singular_values.csv,937,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/raw_feature_stats_A.csv,5854,0.0056,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/link_level_jrw_rss.csv,4409,0.0042,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_B_projected_scores.npy,284480,0.2713,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/B_projected_metadata.json,301,0.0003,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/pca_A_split_half_similarity.csv,210,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/raw_feature_stats_B.csv,5852,0.0056,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/loaded_dimensions.json,1341,0.0013,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_A_pca_scores.npy,261440,0.2493,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/_B_abs_loadings.npy,2816,0.0027,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/weighting_metadata.json,43,0.0,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/run_manifest.json,22167,0.0211,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/plots/pca_A_cumulative_variance.png,28464,0.0271,.png,Layer3_JcvPCA,2026-06-27 00:37:59,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/plots/pca_A_scree_plot.png,17896,0.0171,.png,Layer3_JcvPCA,2026-06-27 00:37:59,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/plots/pc_score_heatmap_A_B.png,17760,0.0169,.png,Layer3_JcvPCA,2026-06-27 00:44:37,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/plots/pc_scores_A_vs_projected_B.png,73859,0.0704,.png,Layer3_JcvPCA,2026-06-27 00:44:37,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_null_space_after_p60/plots/pca_A_loadings_heatmap.png,78969,0.0753,.png,Layer3_JcvPCA,2026-06-27 00:38:00,figure,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/raw_dataset_B_preview.csv,19604,0.0187,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/link_level_jcvpca_unweighted.csv,4428,0.0042,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_parameters.json,248,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/_loaded_dataset_A.parquet,1708370,1.6292,.parquet,Layer3_JcvPCA,2026-06-27 00:37:59,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/centered_dataset_B_preview.csv,20479,0.0195,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_feature_names.csv,946,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/axis_jcvpca_metadata.json,188,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_near_zero_variance_features.csv,190,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/B_projected_preview.csv,3242,0.0031,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/_B_reexpressed_loadings.npy,2816,0.0027,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_loadings.csv,28339,0.027,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/_A_abs_loadings.npy,2816,0.0027,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/centered_validation_report.csv,635,0.0006,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_stability_acknowledgment.json,124,0.0001,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/A_vs_B_reexpressed_loadings_preview.csv,20798,0.0198,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/reexpress_metadata.json,154,0.0001,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/_loaded_dataset_B.parquet,1880448,1.7933,.parquet,Layer3_JcvPCA,2026-06-27 00:37:59,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/B_reexpressed_loadings.csv,34855,0.0332,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_projected_explained_variance.csv,204,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pc_focus_table.csv,516,0.0005,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_stability_report.csv,1561,0.0015,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_model_metadata.json,10990,0.0105,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_split_half_similarity.csv,210,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_selected_m.json,283,0.0003,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_near_zero_variance_features.csv,191,0.0002,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/link_rss_metadata.json,128,0.0001,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/axis_level_jcvpca_unweighted.csv,23808,0.0227,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/centered_dataset_A_preview.csv,20393,0.0194,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/centering_summary.json,260,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/raw_dataset_A_preview.csv,19637,0.0187,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/_pca_B_projected_components.npy,640,0.0006,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pc_focus_selection.json,243,0.0002,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_projected_metadata.json,2143,0.002,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_stability_summary.json,1702,0.0016,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/step_status.json,20532,0.0196,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_cumulative_variance.csv,944,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/axis_level_jrw_A_B.csv,23780,0.0227,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_stability_report.csv,955,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_stability_combined_summary.json,555,0.0005,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/centering_values_A.csv,4305,0.0041,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_projected_loadings.csv,1558,0.0015,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_singular_values.csv,932,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_explained_variance.csv,1035,0.001,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/centering_values_B.csv,4358,0.0042,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_B_stability_summary.json,1294,0.0012,.json,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/pca_A_singular_values.csv,937,0.0009,.csv,Layer3_JcvPCA,2026-06-27 00:38:00,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/raw_feature_stats_A.csv,5854,0.0056,.csv,Layer3_JcvPCA,2026-06-27 00:37:59,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/link_level_jrw_rss.csv,4428,0.0042,.csv,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/_B_projected_scores.npy,284480,0.2713,.npy,Layer3_JcvPCA,2026-06-27 00:44:37,processed_data,no,
Layer3_JcvPCA/outputs/gaga_batch_jcvpca_20260626_193319/comparisons/671_B_DR_T1R1_vs_T3R2/run_functional_p60/B_projected_metadata.json,301,0.0003,.json,Layer3_JcvPCA,2026-06-27 00:44:37,generated_output,no,
